['X'],['Y'],['Percent'],['Total Shots'],['Goals'],Adjustment,Frequency after Adjustment,Rating
77,-4,0.162601626,246,40,246,0.162601626,0.53
77,-5,0.1355311355,273,37,273,0.1355311355,0.47
77,-6,0.1058823529,170,18,170,0.1058823529,0.38
77,-7,0.112033195,241,27,241,0.112033195,0.4
77,-8,0.1022727273,176,18,176,0.1022727273,0.37
77,-9,0.08270676692,133,11,133,0.08270676692,0.31
77,-10,0.09558823529,136,13,136,0.09558823529,0.35
77,-11,0.06194690265,113,7,113,0.06194690265,0.24
77,-12,0.09016393443,122,11,122,0.09016393443,0.34
77,-13,0.06849315068,73,5,73,0.06849315068,0.27
77,-14,0.08421052632,95,8,95,0.08421052632,0.32
77,-15,0.07954545455,88,7,88,0.07954545455,0.3
77,-16,0.09375,96,9,96,0.09375,0.35
77,-17,0.07792207792,77,6,77,0.07792207792,0.3
77,-18,0.03797468354,79,3,79,0.03797468354,0.16
77,-19,0.01666666667,60,1,60,0.01666666667,0.07
77,-20,0.0350877193,57,2,57,0.0350877193,0.15
77,-21,0.03773584906,53,2,53,0.03773584906,0.16
77,-22,0,36,0,36,0,0.05
77,-23,0.04166666667,72,3,72,0.04166666667,0.17
77,-24,0.02702702703,37,1,37,0.02702702703,0.11
77,-25,0.02272727273,44,1,44,0.02272727273,0.1
77,-26,0.025,40,1,40,0.025,0.11
77,-27,0.02127659574,47,1,47,0.02127659574,0.09
77,-28,0,40,0,40,0,0.05
77,-29,0,41,0,41,0,0.05
77,-30,0,26,0,0.442,0,0.05
77,-31,0,41,0,41,0,0.05
77,-32,0,31,0,0.527,0,0.05
77,-33,0,43,0,43,0,0.05
77,-34,0.03846153846,26,1,0.442,0.017,0.07
77,-35,0.0243902439,41,1,41,0.0243902439,0.1
77,-36,0.03571428571,28,1,0.476,0.017,0.07
77,-37,0,22,0,0.374,0,0.05
77,-38,0,32,0,0.544,0,0.05
77,-39,0,14,0,0.238,0,0.05
77,-40,0.07142857143,14,1,0.238,0.017,0.07
77,42,0,0,0,0,0,0.05
77,41,0,2,0,0.034,0,0.05
77,40,0,9,0,0.153,0,0.05
77,-40,0.07142857143,14,1,0.238,0.017,0.07
77,-41,0,4,0,0.068,0,0.05
77,-42,0,0,0,0,0,0.05
76,40,0,7,0,0.119,0,0.05
76,39,0,23,0,0.391,0,0.05
76,38,0,35,0,0.595,0,0.05
76,37,0,27,0,0.459,0,0.05
76,36,0.01886792453,53,1,53,0.01886792453,0.08
76,35,0,52,0,52,0,0.05
76,34,0,38,0,38,0,0.05
76,33,0,44,0,44,0,0.05
76,32,0,38,0,38,0,0.05
76,31,0,49,0,49,0,0.05
76,30,0,50,0,50,0,0.05
76,29,0,55,0,55,0,0.05
76,28,0,53,0,53,0,0.05
76,27,0.05333333333,75,4,75,0.05333333333,0.21
76,26,0.02564102564,39,1,39,0.02564102564,0.11
76,25,0.05970149254,67,4,67,0.05970149254,0.24
76,24,0.01886792453,53,1,53,0.01886792453,0.08
76,23,0.06666666667,60,4,60,0.06666666667,0.26
76,22,0,42,0,42,0,0.05
76,21,0.05063291139,79,4,79,0.05063291139,0.2
76,20,0.03896103896,77,3,77,0.03896103896,0.16
76,19,0.02816901408,71,2,71,0.02816901408,0.12
76,18,0.01851851852,108,2,108,0.01851851852,0.08
76,17,0.02702702703,74,2,74,0.02702702703,0.11
76,16,0.0546875,128,7,128,0.0546875,0.22
76,15,0.06493506494,77,5,77,0.06493506494,0.25
76,14,0.09027777778,144,13,144,0.09027777778,0.34
76,13,0.08108108108,111,9,111,0.08108108108,0.31
76,12,0.09467455621,169,16,169,0.09467455621,0.35
76,11,0.09848484848,132,13,132,0.09848484848,0.36
76,10,0.1059322034,236,25,236,0.1059322034,0.39
76,9,0.12,150,18,150,0.12,0.43
76,8,0.05964912281,285,17,285,0.05964912281,0.24
76,7,0.07836990596,319,25,319,0.07836990596,0.3
76,6,0.134057971,276,37,276,0.134057971,0.46
76,5,0.1439588689,389,56,389,0.1439588689,0.49
76,4,0.1272189349,338,43,338,0.1272189349,0.44
76,3,0.1576763485,482,76,482,0.1576763485,0.52
76,2,0.1505102041,392,59,392,0.1505102041,0.51
76,1,0.1476923077,650,96,650,0.1476923077,0.5
76,0,0.1479400749,534,79,534,0.1479400749,0.5
76,-1,0.1581027668,506,80,506,0.1581027668,0.52
76,-2,0.08408408408,333,28,333,0.08408408408,0.32
76,-3,0.1403061224,392,55,392,0.1403061224,0.48
76,-4,0.1661016949,295,49,295,0.1661016949,0.54
76,-5,0.1446153846,325,47,325,0.1446153846,0.49
76,-6,0.1071428571,224,24,224,0.1071428571,0.39
76,-7,0.1045296167,287,30,287,0.1045296167,0.38
76,-8,0.06024096386,249,15,249,0.06024096386,0.24
76,-9,0.1024096386,166,17,166,0.1024096386,0.37
76,-10,0.1020408163,196,20,196,0.1020408163,0.37
76,-11,0.08917197452,157,14,157,0.08917197452,0.33
76,-12,0.09271523179,151,14,151,0.09271523179,0.35
76,-13,0.06086956522,115,7,115,0.06086956522,0.24
76,-14,0.1232876712,146,18,146,0.1232876712,0.43
76,-15,0.06382978723,94,6,94,0.06382978723,0.25
76,-16,0.1343283582,134,18,134,0.1343283582,0.46
76,-17,0.04938271605,81,4,81,0.04938271605,0.2
76,-18,0.06422018349,109,7,109,0.06422018349,0.25
76,-19,0.04054054054,74,3,74,0.04054054054,0.17
76,-20,0.0253164557,79,2,79,0.0253164557,0.11
76,-21,0,75,0,75,0,0.05
76,-22,0.09090909091,55,5,55,0.09090909091,0.34
76,-23,0.01162790698,86,1,86,0.01162790698,0.05
76,-24,0.01818181818,55,1,55,0.01818181818,0.08
76,-25,0,65,0,65,0,0.05
76,-26,0,41,0,41,0,0.05
76,-27,0,68,0,68,0,0.05
76,-28,0.03773584906,53,2,53,0.03773584906,0.16
76,-29,0.03333333333,60,2,60,0.03333333333,0.14
76,-30,0,40,0,40,0,0.05
76,-31,0.01818181818,55,1,55,0.01818181818,0.08
76,-32,0.04444444444,45,2,45,0.04444444444,0.18
76,-33,0.0243902439,41,1,41,0.0243902439,0.1
76,-34,0.03448275862,29,1,0.493,0.017,0.07
76,-35,0,49,0,49,0,0.05
76,-36,0,51,0,51,0,0.05
76,-37,0.02173913043,46,1,46,0.02173913043,0.09
76,-38,0,42,0,42,0,0.05
76,-39,0,16,0,0.272,0,0.05
76,-40,0,12,0,0.204,0,0.05
76,42,0,1,0,0.017,0,0.05
76,41,0,4,0,0.068,0,0.05
76,40,0,7,0,0.119,0,0.05
76,-40,0,12,0,0.204,0,0.05
76,-41,0,4,0,0.068,0,0.05
76,-42,0,0,0,0,0,0.05
75,40,0,7,0,0.119,0,0.05
75,39,0.03333333333,30,1,0.51,0.017,0.07
75,38,0,43,0,43,0,0.05
75,37,0,38,0,38,0,0.05
75,36,0,42,0,42,0,0.05
75,35,0,50,0,50,0,0.05
75,34,0.03333333333,30,1,0.51,0.017,0.07
75,33,0,51,0,51,0,0.05
75,32,0,44,0,44,0,0.05
75,31,0,53,0,53,0,0.05
75,30,0,41,0,41,0,0.05
75,29,0.0350877193,57,2,57,0.0350877193,0.15
75,28,0.02040816327,49,1,49,0.02040816327,0.09
75,27,0.01587301587,63,1,63,0.01587301587,0.07
75,26,0.08,50,4,50,0.08,0.31
75,25,0.03947368421,76,3,76,0.03947368421,0.16
75,24,0.025,40,1,40,0.025,0.11
75,23,0.04166666667,72,3,72,0.04166666667,0.17
75,22,0.03703703704,54,2,54,0.03703703704,0.15
75,21,0.04918032787,61,3,61,0.04918032787,0.2
75,20,0.03,100,3,100,0.03,0.13
75,19,0.02941176471,68,2,68,0.02941176471,0.12
75,18,0.06,100,6,100,0.06,0.24
75,17,0.04444444444,90,4,90,0.04444444444,0.18
75,16,0.04504504505,111,5,111,0.04504504505,0.18
75,15,0.04273504274,117,5,117,0.04273504274,0.17
75,14,0.0652173913,138,9,138,0.0652173913,0.26
75,13,0.1057692308,104,11,104,0.1057692308,0.38
75,12,0.1258741259,143,18,143,0.1258741259,0.44
75,11,0.08527131783,129,11,129,0.08527131783,0.32
75,10,0.1058201058,189,20,189,0.1058201058,0.38
75,9,0.07692307692,156,12,156,0.07692307692,0.3
75,8,0.08547008547,234,20,234,0.08547008547,0.32
75,7,0.08873720137,293,26,293,0.08873720137,0.33
75,6,0.1462450593,253,37,253,0.1462450593,0.49
75,5,0.1363636364,330,45,330,0.1363636364,0.47
75,4,0.1305732484,314,41,314,0.1305732484,0.45
75,3,0.1360544218,441,60,441,0.1360544218,0.47
75,2,0.09248554913,346,32,346,0.09248554913,0.34
75,1,0.1312741313,518,68,518,0.1312741313,0.46
75,0,0.178197065,477,85,477,0.178197065,0.57
75,-1,0.1473477407,509,75,509,0.1473477407,0.5
75,-2,0.1446153846,325,47,325,0.1446153846,0.49
75,-3,0.1281337047,359,46,359,0.1281337047,0.45
75,-4,0.07725321888,233,18,233,0.07725321888,0.3
75,-5,0.1130952381,336,38,336,0.1130952381,0.41
75,-6,0.1065989848,197,21,197,0.1065989848,0.39
75,-7,0.1121495327,214,24,214,0.1121495327,0.4
75,-8,0.1121076233,223,25,223,0.1121076233,0.4
75,-9,0.1012658228,158,16,158,0.1012658228,0.37
75,-10,0.1136363636,176,20,176,0.1136363636,0.41
75,-11,0.0859375,128,11,128,0.0859375,0.32
75,-12,0.08280254777,157,13,157,0.08280254777,0.31
75,-13,0.1121495327,107,12,107,0.1121495327,0.4
75,-14,0.07453416149,161,12,161,0.07453416149,0.29
75,-15,0.1078431373,102,11,102,0.1078431373,0.39
75,-16,0.064,125,8,125,0.064,0.25
75,-17,0.05376344086,93,5,93,0.05376344086,0.22
75,-18,0.05084745763,118,6,118,0.05084745763,0.2
75,-19,0.05633802817,71,4,71,0.05633802817,0.22
75,-20,0.03409090909,88,3,88,0.03409090909,0.14
75,-21,0.01265822785,79,1,79,0.01265822785,0.05
75,-22,0.0350877193,57,2,57,0.0350877193,0.15
75,-23,0.01587301587,63,1,63,0.01587301587,0.07
75,-24,0.03921568627,51,2,51,0.03921568627,0.16
75,-25,0.01515151515,66,1,66,0.01515151515,0.06
75,-26,0.05128205128,39,2,39,0.05128205128,0.21
75,-27,0,58,0,58,0,0.05
75,-28,0,40,0,40,0,0.05
75,-29,0.01492537313,67,1,67,0.01492537313,0.06
75,-30,0.02272727273,44,1,44,0.02272727273,0.1
75,-31,0,56,0,56,0,0.05
75,-32,0,32,0,0.544,0,0.05
75,-33,0.01538461538,65,1,65,0.01538461538,0.07
75,-34,0,48,0,48,0,0.05
75,-35,0,56,0,56,0,0.05
75,-36,0,55,0,55,0,0.05
75,-37,0,43,0,43,0,0.05
75,-38,0.04081632653,49,2,49,0.04081632653,0.17
75,-39,0,27,0,0.459,0,0.05
75,-40,0.1176470588,17,2,0.289,0.034,0.14
75,42,0,1,0,0.017,0,0.05
75,41,0,4,0,0.068,0,0.05
75,40,0,7,0,0.119,0,0.05
75,-40,0.1176470588,17,2,0.289,0.034,0.14
75,-41,0,2,0,0.034,0,0.05
75,-42,0,2,0,0.034,0,0.05
74,40,0,20,0,0.34,0,0.05
74,39,0.03846153846,26,1,0.442,0.017,0.07
74,38,0.04545454545,44,2,44,0.04545454545,0.18
74,37,0,25,0,0.425,0,0.05
74,36,0,34,0,0.578,0,0.05
74,35,0,43,0,43,0,0.05
74,34,0,25,0,0.425,0,0.05
74,33,0.02631578947,38,1,38,0.02631578947,0.11
74,32,0.08695652174,23,2,0.391,0.034,0.14
74,31,0,28,0,0.476,0,0.05
74,30,0,33,0,0.561,0,0.05
74,29,0.02564102564,39,1,39,0.02564102564,0.11
74,28,0.025,40,1,40,0.025,0.11
74,27,0.02272727273,44,1,44,0.02272727273,0.1
74,26,0,30,0,0.51,0,0.05
74,25,0,33,0,0.561,0,0.05
74,24,0.05555555556,36,2,36,0.05555555556,0.22
74,23,0.02040816327,49,1,49,0.02040816327,0.09
74,22,0,32,0,0.544,0,0.05
74,21,0.0350877193,57,2,57,0.0350877193,0.15
74,20,0.08196721311,61,5,61,0.08196721311,0.31
74,19,0.0612244898,49,3,49,0.0612244898,0.24
74,18,0.06944444444,72,5,72,0.06944444444,0.27
74,17,0.05063291139,79,4,79,0.05063291139,0.2
74,16,0.08988764045,89,8,89,0.08988764045,0.34
74,15,0.05797101449,69,4,69,0.05797101449,0.23
74,14,0.126984127,126,16,126,0.126984127,0.44
74,13,0.07058823529,85,6,85,0.07058823529,0.27
74,12,0.09090909091,121,11,121,0.09090909091,0.34
74,11,0.09174311927,109,10,109,0.09174311927,0.34
74,10,0.1103448276,145,16,145,0.1103448276,0.4
74,9,0.09900990099,101,10,101,0.09900990099,0.36
74,8,0.101910828,157,16,157,0.101910828,0.37
74,7,0.126984127,189,24,189,0.126984127,0.44
74,6,0.1006711409,149,15,149,0.1006711409,0.37
74,5,0.1078838174,241,26,241,0.1078838174,0.39
74,4,0.1534883721,215,33,215,0.1534883721,0.51
74,3,0.1338028169,284,38,284,0.1338028169,0.46
74,2,0.09349593496,246,23,246,0.09349593496,0.35
74,1,0.1666666667,354,59,354,0.1666666667,0.54
74,0,0.168115942,345,58,345,0.168115942,0.55
74,-1,0.1479452055,365,54,365,0.1479452055,0.5
74,-2,0.1188118812,202,24,202,0.1188118812,0.42
74,-3,0.06694560669,239,16,239,0.06694560669,0.26
74,-4,0.1333333333,150,20,150,0.1333333333,0.46
74,-5,0.0824742268,194,16,194,0.0824742268,0.31
74,-6,0.1052631579,133,14,133,0.1052631579,0.38
74,-7,0.1215469613,181,22,181,0.1215469613,0.43
74,-8,0.1125827815,151,17,151,0.1125827815,0.4
74,-9,0.1276595745,94,12,94,0.1276595745,0.45
74,-10,0.125984252,127,16,127,0.125984252,0.44
74,-11,0.03296703297,91,3,91,0.03296703297,0.14
74,-12,0.0990990991,111,11,111,0.0990990991,0.36
74,-13,0.08333333333,84,7,84,0.08333333333,0.32
74,-14,0.1470588235,102,15,102,0.1470588235,0.5
74,-15,0.04597701149,87,4,87,0.04597701149,0.19
74,-16,0.07843137255,102,8,102,0.07843137255,0.3
74,-17,0.06557377049,61,4,61,0.06557377049,0.26
74,-18,0.07,100,7,100,0.07,0.27
74,-19,0,57,0,57,0,0.05
74,-20,0.0303030303,66,2,66,0.0303030303,0.13
74,-21,0.03571428571,56,2,56,0.03571428571,0.15
74,-22,0.02272727273,44,1,44,0.02272727273,0.1
74,-23,0.03448275862,58,2,58,0.03448275862,0.14
74,-24,0,28,0,0.476,0,0.05
74,-25,0.03448275862,58,2,58,0.03448275862,0.14
74,-26,0,44,0,44,0,0.05
74,-27,0.03125,32,1,0.544,0.017,0.07
74,-28,0,31,0,0.527,0,0.05
74,-29,0,40,0,40,0,0.05
74,-30,0.0303030303,33,1,0.561,0.017,0.07
74,-31,0,41,0,41,0,0.05
74,-32,0,29,0,0.493,0,0.05
74,-33,0,36,0,36,0,0.05
74,-34,0,30,0,0.51,0,0.05
74,-35,0,40,0,40,0,0.05
74,-36,0,46,0,46,0,0.05
74,-37,0.02857142857,35,1,0.595,0.017,0.07
74,-38,0,33,0,0.561,0,0.05
74,-39,0,16,0,0.272,0,0.05
74,-40,0,13,0,0.221,0,0.05
74,42,0,0,0,0,0,0.05
74,41,0,3,0,0.051,0,0.05
74,40,0,20,0,0.34,0,0.05
74,-40,0,13,0,0.221,0,0.05
74,-41,0,4,0,0.068,0,0.05
74,-42,0,0,0,0,0,0.05
73,40,0,21,0,0.357,0,0.05
73,39,0.04,25,1,0.425,0.017,0.07
73,38,0,48,0,48,0,0.05
73,37,0,31,0,0.527,0,0.05
73,36,0.02040816327,49,1,49,0.02040816327,0.09
73,35,0.02040816327,49,1,49,0.02040816327,0.09
73,34,0.01960784314,51,1,51,0.01960784314,0.08
73,33,0.02040816327,49,1,49,0.02040816327,0.09
73,32,0,42,0,42,0,0.05
73,31,0,68,0,68,0,0.05
73,30,0.01754385965,57,1,57,0.01754385965,0.07
73,29,0.03389830508,59,2,59,0.03389830508,0.14
73,28,0.03703703704,54,2,54,0.03703703704,0.15
73,27,0.03571428571,56,2,56,0.03571428571,0.15
73,26,0,50,0,50,0,0.05
73,25,0,59,0,59,0,0.05
73,24,0.03448275862,58,2,58,0.03448275862,0.14
73,23,0.01369863014,73,1,73,0.01369863014,0.06
73,22,0.08928571429,56,5,56,0.08928571429,0.33
73,21,0.0843373494,83,7,83,0.0843373494,0.32
73,20,0.1034482759,87,9,87,0.1034482759,0.38
73,19,0.08536585366,82,7,82,0.08536585366,0.32
73,18,0.07627118644,118,9,118,0.07627118644,0.29
73,17,0.08641975309,81,7,81,0.08641975309,0.33
73,16,0.04032258065,124,5,124,0.04032258065,0.17
73,15,0.1111111111,90,10,90,0.1111111111,0.4
73,14,0.09150326797,153,14,153,0.09150326797,0.34
73,13,0.05982905983,117,7,117,0.05982905983,0.24
73,12,0.08620689655,174,15,174,0.08620689655,0.33
73,11,0.0962962963,135,13,135,0.0962962963,0.36
73,10,0.08163265306,196,16,196,0.08163265306,0.31
73,9,0.05594405594,143,8,143,0.05594405594,0.22
73,8,0.05633802817,213,12,213,0.05633802817,0.22
73,7,0.09486166008,253,24,253,0.09486166008,0.35
73,6,0.09947643979,191,19,191,0.09947643979,0.37
73,5,0.09152542373,295,27,295,0.09152542373,0.34
73,4,0.1452991453,234,34,234,0.1452991453,0.49
73,3,0.1475903614,332,49,332,0.1475903614,0.5
73,2,0.1333333333,300,40,300,0.1333333333,0.46
73,1,0.1494736842,475,71,475,0.1494736842,0.5
73,0,0.1715039578,379,65,379,0.1715039578,0.56
73,-1,0.1395881007,437,61,437,0.1395881007,0.48
73,-2,0.1518518519,270,41,270,0.1518518519,0.51
73,-3,0.115755627,311,36,311,0.115755627,0.41
73,-4,0.1059907834,217,23,217,0.1059907834,0.39
73,-5,0.1086956522,230,25,230,0.1086956522,0.39
73,-6,0.1111111111,162,18,162,0.1111111111,0.4
73,-7,0.126984127,189,24,189,0.126984127,0.44
73,-8,0.09248554913,173,16,173,0.09248554913,0.34
73,-9,0.09923664122,131,13,131,0.09923664122,0.37
73,-10,0.08536585366,164,14,164,0.08536585366,0.32
73,-11,0.1185185185,135,16,135,0.1185185185,0.42
73,-12,0.08860759494,158,14,158,0.08860759494,0.33
73,-13,0.07476635514,107,8,107,0.07476635514,0.29
73,-14,0.07462686567,134,10,134,0.07462686567,0.29
73,-15,0.05434782609,92,5,92,0.05434782609,0.22
73,-16,0.05263157895,133,7,133,0.05263157895,0.21
73,-17,0.05208333333,96,5,96,0.05208333333,0.21
73,-18,0.1111111111,108,12,108,0.1111111111,0.4
73,-19,0.0404040404,99,4,99,0.0404040404,0.17
73,-20,0.0125,80,1,80,0.0125,0.05
73,-21,0.06451612903,93,6,93,0.06451612903,0.25
73,-22,0,48,0,48,0,0.05
73,-23,0,74,0,74,0,0.05
73,-24,0,45,0,45,0,0.05
73,-25,0.01388888889,72,1,72,0.01388888889,0.06
73,-26,0.04651162791,43,2,43,0.04651162791,0.19
73,-27,0.05128205128,78,4,78,0.05128205128,0.21
73,-28,0,53,0,53,0,0.05
73,-29,0.01666666667,60,1,60,0.01666666667,0.07
73,-30,0,51,0,51,0,0.05
73,-31,0,68,0,68,0,0.05
73,-32,0,39,0,39,0,0.05
73,-33,0,53,0,53,0,0.05
73,-34,0,39,0,39,0,0.05
73,-35,0,52,0,52,0,0.05
73,-36,0,47,0,47,0,0.05
73,-37,0,35,0,0.595,0,0.05
73,-38,0,51,0,51,0,0.05
73,-39,0,23,0,0.391,0,0.05
73,-40,0,21,0,0.357,0,0.05
73,42,0,2,0,0.034,0,0.05
73,41,0,6,0,0.102,0,0.05
73,40,0,21,0,0.357,0,0.05
73,-40,0,21,0,0.357,0,0.05
73,-41,0,6,0,0.102,0,0.05
73,-42,0,1,0,0.017,0,0.05
72,40,0,17,0,0.289,0,0.05
72,39,0.03225806452,31,1,0.527,0.017,0.07
72,38,0,52,0,52,0,0.05
72,37,0,42,0,42,0,0.05
72,36,0,45,0,45,0,0.05
72,35,0,52,0,52,0,0.05
72,34,0.02272727273,44,1,44,0.02272727273,0.1
72,33,0,48,0,48,0,0.05
72,32,0,37,0,37,0,0.05
72,31,0.04918032787,61,3,61,0.04918032787,0.2
72,30,0,37,0,37,0,0.05
72,29,0.02941176471,68,2,68,0.02941176471,0.12
72,28,0,48,0,48,0,0.05
72,27,0.09375,64,6,64,0.09375,0.35
72,26,0.01587301587,63,1,63,0.01587301587,0.07
72,25,0.05970149254,67,4,67,0.05970149254,0.24
72,24,0.02083333333,48,1,48,0.02083333333,0.09
72,23,0.05970149254,67,4,67,0.05970149254,0.24
72,22,0,53,0,53,0,0.05
72,21,0.08045977011,87,7,87,0.08045977011,0.31
72,20,0.02272727273,88,2,88,0.02272727273,0.1
72,19,0.06976744186,86,6,86,0.06976744186,0.27
72,18,0.02521008403,119,3,119,0.02521008403,0.11
72,17,0.07,100,7,100,0.07,0.27
72,16,0.04464285714,112,5,112,0.04464285714,0.18
72,15,0.09803921569,102,10,102,0.09803921569,0.36
72,14,0.07333333333,150,11,150,0.07333333333,0.28
72,13,0.1,110,11,110,0.1,0.37
72,12,0.07096774194,155,11,155,0.07096774194,0.28
72,11,0.09243697479,119,11,119,0.09243697479,0.34
72,10,0.07142857143,196,14,196,0.07142857143,0.28
72,9,0.05487804878,164,9,164,0.05487804878,0.22
72,8,0.103960396,202,21,202,0.103960396,0.38
72,7,0.07818930041,243,19,243,0.07818930041,0.3
72,6,0.07954545455,176,14,176,0.07954545455,0.3
72,5,0.1317829457,258,34,258,0.1317829457,0.46
72,4,0.1386138614,202,28,202,0.1386138614,0.48
72,3,0.1183800623,321,38,321,0.1183800623,0.42
72,2,0.1042471042,259,27,259,0.1042471042,0.38
72,1,0.1413612565,382,54,382,0.1413612565,0.48
72,0,0.1432835821,335,48,335,0.1432835821,0.49
72,-1,0.141025641,390,55,390,0.141025641,0.48
72,-2,0.09836065574,244,24,244,0.09836065574,0.36
72,-3,0.1276595745,282,36,282,0.1276595745,0.45
72,-4,0.1761658031,193,34,193,0.1761658031,0.57
72,-5,0.1009615385,208,21,208,0.1009615385,0.37
72,-6,0.09493670886,158,15,158,0.09493670886,0.35
72,-7,0.07317073171,164,12,164,0.07317073171,0.28
72,-8,0.09554140127,157,15,157,0.09554140127,0.35
72,-9,0.06896551724,116,8,116,0.06896551724,0.27
72,-10,0.07913669065,139,11,139,0.07913669065,0.3
72,-11,0.07547169811,106,8,106,0.07547169811,0.29
72,-12,0.07894736842,152,12,152,0.07894736842,0.3
72,-13,0.1028037383,107,11,107,0.1028037383,0.38
72,-14,0.08125,160,13,160,0.08125,0.31
72,-15,0.03703703704,108,4,108,0.03703703704,0.15
72,-16,0.07236842105,152,11,152,0.07236842105,0.28
72,-17,0.0404040404,99,4,99,0.0404040404,0.17
72,-18,0.04464285714,112,5,112,0.04464285714,0.18
72,-19,0.03409090909,88,3,88,0.03409090909,0.14
72,-20,0.07692307692,104,8,104,0.07692307692,0.3
72,-21,0.01282051282,78,1,78,0.01282051282,0.05
72,-22,0.03636363636,55,2,55,0.03636363636,0.15
72,-23,0.02597402597,77,2,77,0.02597402597,0.11
72,-24,0,45,0,45,0,0.05
72,-25,0.02816901408,71,2,71,0.02816901408,0.12
72,-26,0,48,0,48,0,0.05
72,-27,0.03333333333,60,2,60,0.03333333333,0.14
72,-28,0.01923076923,52,1,52,0.01923076923,0.08
72,-29,0.015625,64,1,64,0.015625,0.07
72,-30,0.05,60,3,60,0.05,0.2
72,-31,0,65,0,65,0,0.05
72,-32,0.02325581395,43,1,43,0.02325581395,0.1
72,-33,0,64,0,64,0,0.05
72,-34,0,44,0,44,0,0.05
72,-35,0.02857142857,70,2,70,0.02857142857,0.12
72,-36,0,53,0,53,0,0.05
72,-37,0,38,0,38,0,0.05
72,-38,0,46,0,46,0,0.05
72,-39,0,29,0,0.493,0,0.05
72,-40,0,18,0,0.306,0,0.05
72,42,0,1,0,0.017,0,0.05
72,41,0,9,0,0.153,0,0.05
72,40,0,17,0,0.289,0,0.05
72,-40,0,18,0,0.306,0,0.05
72,-41,0,2,0,0.034,0,0.05
72,-42,0,0,0,0,0,0.05
71,40,0,13,0,0.221,0,0.05
71,39,0,18,0,0.306,0,0.05
71,38,0,32,0,0.544,0,0.05
71,37,0,26,0,0.442,0,0.05
71,36,0.025,40,1,40,0.025,0.11
71,35,0,37,0,37,0,0.05
71,34,0.04,25,1,0.425,0.017,0.07
71,33,0.05,40,2,40,0.05,0.2
71,32,0,32,0,0.544,0,0.05
71,31,0,47,0,47,0,0.05
71,30,0.02777777778,36,1,36,0.02777777778,0.12
71,29,0.03846153846,52,2,52,0.03846153846,0.16
71,28,0,38,0,38,0,0.05
71,27,0.05769230769,52,3,52,0.05769230769,0.23
71,26,0,38,0,38,0,0.05
71,25,0,47,0,47,0,0.05
71,24,0.02083333333,48,1,48,0.02083333333,0.09
71,23,0.01960784314,51,1,51,0.01960784314,0.08
71,22,0.02040816327,49,1,49,0.02040816327,0.09
71,21,0.01851851852,54,1,54,0.01851851852,0.08
71,20,0.07936507937,63,5,63,0.07936507937,0.3
71,19,0.04761904762,63,3,63,0.04761904762,0.19
71,18,0.0875,80,7,80,0.0875,0.33
71,17,0.1333333333,60,8,60,0.1333333333,0.46
71,16,0.08,100,8,100,0.08,0.31
71,15,0.04166666667,72,3,72,0.04166666667,0.17
71,14,0.04464285714,112,5,112,0.04464285714,0.18
71,13,0.06741573034,89,6,89,0.06741573034,0.26
71,12,0.1057692308,104,11,104,0.1057692308,0.38
71,11,0.07291666667,96,7,96,0.07291666667,0.28
71,10,0.06896551724,145,10,145,0.06896551724,0.27
71,9,0.1028037383,107,11,107,0.1028037383,0.38
71,8,0.07857142857,140,11,140,0.07857142857,0.3
71,7,0.1409395973,149,21,149,0.1409395973,0.48
71,6,0.119047619,126,15,126,0.119047619,0.42
71,5,0.1269035533,197,25,197,0.1269035533,0.44
71,4,0.102189781,137,14,137,0.102189781,0.37
71,3,0.08673469388,196,17,196,0.08673469388,0.33
71,2,0.1451612903,186,27,186,0.1451612903,0.49
71,1,0.156462585,294,46,294,0.156462585,0.52
71,0,0.1673819742,233,39,233,0.1673819742,0.55
71,-1,0.1240310078,258,32,258,0.1240310078,0.44
71,-2,0.1271676301,173,22,173,0.1271676301,0.44
71,-3,0.08484848485,165,14,165,0.08484848485,0.32
71,-4,0.1355932203,118,16,118,0.1355932203,0.47
71,-5,0.1301369863,146,19,146,0.1301369863,0.45
71,-6,0.06481481481,108,7,108,0.06481481481,0.25
71,-7,0.07,100,7,100,0.07,0.27
71,-8,0.1025641026,117,12,117,0.1025641026,0.38
71,-9,0.1379310345,58,8,58,0.1379310345,0.47
71,-10,0.1203703704,108,13,108,0.1203703704,0.43
71,-11,0.1891891892,74,14,74,0.1891891892,0.59
71,-12,0.02150537634,93,2,93,0.02150537634,0.09
71,-13,0.04,75,3,75,0.04,0.16
71,-14,0.05714285714,105,6,105,0.05714285714,0.23
71,-15,0.02469135802,81,2,81,0.02469135802,0.1
71,-16,0.05494505495,91,5,91,0.05494505495,0.22
71,-17,0.03174603175,63,2,63,0.03174603175,0.13
71,-18,0.07462686567,67,5,67,0.07462686567,0.29
71,-19,0.1111111111,27,3,0.459,0.051,0.21
71,-20,0.1111111111,54,6,54,0.1111111111,0.4
71,-21,0.1090909091,55,6,55,0.1090909091,0.39
71,-22,0.07894736842,38,3,38,0.07894736842,0.3
71,-23,0.05660377358,53,3,53,0.05660377358,0.23
71,-24,0.02777777778,36,1,36,0.02777777778,0.12
71,-25,0.06818181818,44,3,44,0.06818181818,0.27
71,-26,0,32,0,0.544,0,0.05
71,-27,0,45,0,45,0,0.05
71,-28,0.06060606061,33,2,0.561,0.034,0.14
71,-29,0,49,0,49,0,0.05
